Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","49","Cuba","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","34.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","34.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3402","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3421","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","117.96","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","115.38","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","1293","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1244","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","80.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","76.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2790","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2795","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","68.26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","65.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","230","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","201","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","14.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","13.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2922","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2929","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","78.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","81.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","640","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","656","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","43.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","45.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3298","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3307","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","97.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","95.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","298","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","267","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","26.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","23.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2683","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2739","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","75.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.77","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","422","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","431","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","26.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","27.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3048","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3084","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","82.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","80.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","544","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","512","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","37.39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","35.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2554","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2563","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","62.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","64.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","527","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","570","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","30.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","32.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3343","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3348","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","109.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","108.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","871","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","872","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","68.84","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","68.32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3189","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3167","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","104.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","102.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","1106","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1106","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","64.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","64.92","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2549","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2544","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","60.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","60.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","275","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","274","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","18.33","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3861","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3862","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","115.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","115.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","1120","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1126","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","74.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","75.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2452","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2439","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","71.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","70.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","103","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","101","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","6.49","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","6.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3358","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3363","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","103.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","104.83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","852","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","871","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","55.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","55.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2815","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2859","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","78.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","536","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","517","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","38.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","36.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3345","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3320","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","118.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","117.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","1339","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1277","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","75.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","73.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3477","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3532","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","108.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","109.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","1110","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1117","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","64.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","64.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2655","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2633","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","81.95","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","78.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","388","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","366","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","40.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","37.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2504","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2483","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","64.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","62.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","207","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","199","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","19.01","Fc","Donnée calculée"
