Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","43.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2618","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2600","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","71.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","70.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","250","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","286","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","14.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","14.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2224","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2212","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","80.79","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","80.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","570","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","548","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","49.49","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","49.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2881","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2888","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","80.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","80.42","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","235","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","234","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","17.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3385","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3379","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","110.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","105.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","941","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","912","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","63.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","60.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3409","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3365","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","101.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","99.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","342","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","335","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","28.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","27.91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3036","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3033","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","87.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","87.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","480","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","493","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","40.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","41.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2891","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2875","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","82.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","82.92","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","427","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","440","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","30.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","31.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3170","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3163","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","90.96","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","91.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","694","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","700","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","44.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","44.89","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2857","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2880","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","97.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","103.74","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","1202","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1308","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","65.63","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","73.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3501","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3520","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","113.49","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","111.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","1229","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1227","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","68.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","67.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2158","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2130","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","49.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","47.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","106","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","102","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","7.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","7.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2841","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2847","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","96.77","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","97.57","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","630","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","638","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","45.56","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","28","Myanmar","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","46.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2479","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2474","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","65.97","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","65.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","306","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","307","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","23.39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","147","Namibie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","22.95","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","149","Népal","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2867","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","149","Népal","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2883","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","149","Népal","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","74.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","149","Népal","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","74.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","149","Népal","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","248","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","149","Népal","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","246","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","149","Népal","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","13.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","149","Népal","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","13.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2625","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2620","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","65.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","65.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","308","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","294","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","19.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","157","Nicaragua","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","158","Niger","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2661","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","158","Niger","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2623","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","158","Niger","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","84.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","158","Niger","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","84.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","158","Niger","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","155","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","158","Niger","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","154","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","158","Niger","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","10.57","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","158","Niger","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","10.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2578","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2565","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","60.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","58.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","7.26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","7.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","162","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3414","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","162","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3449","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","162","Norvège","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","116.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","162","Norvège","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","116.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","162","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2018","2018","Kcal/personne/jour","1140","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","162","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1100","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","162","Norvège","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2018","2018","g/personne/jour","66.45","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","162","Norvège","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","64.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","153","Nouvelle-Calédonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2857","Fc","Donnée calculée"
